4.834573318401766961e-01 7.341188241864571307e-01 1.335760228226031687e-01 7.888008960591544882e-01
7.383726684156733944e-01 9.754297785206411664e-02 9.917273177116305849e-01 8.369312886795438056e-01
8.965365109748566486e-01 3.241831285243634841e-02 7.066986464057732897e-01 6.053045701551619251e-01
4.340318141639597505e-01 3.959581436609747040e-01 5.158664134429225001e-01 6.604547423249180760e-01
4.356274264631512239e-01 4.147724794813194560e-01 3.294060408691709130e-01 1.092282859048920862e-01
3.860415199089864968e-01 1.562389823396644895e-01 9.193024667360815139e-01 9.153288221625891508e-01
5.041973404097228606e-01 1.328417669207904162e-01 3.379512946982792254e-01 6.463755718138224360e-01
9.738996150782409655e-01 8.373505546352190132e-01 4.586005492101281611e-01 9.463196397929060089e-01
4.372049581332460022e-01 4.104016336899395379e-01 1.604652909999882970e-01 8.785527223138144270e-01
2.196189289725335447e-01 3.352718102690872559e-01 1.490589840728885340e-01 3.486362928900770264e-01
9.650383757597832401e-01 9.237512349278420576e-02 3.114081506293523427e-01 9.836334361424181605e-02
7.811358965146504296e-01 3.055380985967095508e-01 4.210822074538699278e-01 1.891369640600502056e-01
5.704027472062594972e-01 6.048365595499274328e-01 8.350936022757547983e-01 2.350819996594657457e-01
2.111468067991106867e-01 4.297563613396054860e-01 1.090282690475130600e-01 2.026778247250922149e-01
1.323506473329923994e-01 7.935287666042317722e-01 5.395641474194229348e-01 9.502742494357524494e-01
5.399868810845507294e-01 6.570812848429312680e-01 4.870426162903815914e-01 6.420642476326120507e-01
1.089694091882067450e-01 9.840058506377195036e-01 2.202683088335911643e-01 2.223468944068945907e-01
7.450254665967424028e-01 7.231008103727037950e-01 1.472972540738692881e-02 5.396480352601734642e-01
6.012596755851522534e-01 5.169185218934548853e-01 2.879187199260424546e-01 5.227237628134143721e-01
9.783069171642300166e-02 7.803429792077346550e-01 3.374369411424745779e-01 1.276440021419180670e-01
4.979785961853464560e-01 1.150188648101309052e-01 5.774167088909065715e-02 3.009061737262390679e-01
1.624925051339761728e-01 2.211618078215714656e-01 6.372222055510156080e-01 7.015307197731418531e-01
7.581099823113259806e-01 5.487094735235201748e-01 1.359504462827071380e-01 3.219921847110802648e-01
9.721245316410775938e-02 3.174326934990423510e-04 3.430111978531029671e-01 2.949425872075202015e-01
5.441708211591997912e-01 3.398260607512952891e-01 4.417536507293663428e-01 4.604030906748955987e-01
5.664708006292151765e-03 3.623258737911404515e-01 3.073864553507983377e-01 1.849059974522961891e-01
7.479408547606980484e-03 3.482938672784138268e-01 3.717763274777922122e-01 7.600257743713312308e-03
3.725874749865110136e-02 9.344299558311329745e-01 6.643525880519184357e-01 1.673104393103597154e-02
3.025143648906187810e-01 4.327847637138380055e-01 7.186767090414477588e-01 6.201161084783760602e-01
4.370680028805482564e-01 9.809232780821982578e-01 1.803908151405133609e-01 5.352466836419382812e-01
9.125562720272951678e-01 9.724853929142156517e-01 6.069755454856540222e-01 2.112979753068711108e-02
8.449024197538265168e-01 7.731648747360028162e-01 1.627134940108665440e-02 4.525480461679232125e-02
9.128903307247511201e-01 9.093789433267309708e-01 5.839685073981089047e-01 3.111910154023966868e-02
3.706966204648971530e-01 9.793241414036681913e-01 9.988592263875442079e-01 1.348766874447060449e-02
2.420882288019982065e-01 5.161413761307532821e-01 4.213184691385218894e-02 5.044781088870690100e-01
2.414560958221909637e-01 7.175274100873333394e-01 4.105607490957922101e-01 6.054850203697030864e-01
4.822092627780510954e-01 6.282470819331391620e-01 9.703772771365893890e-01 2.587265738236937951e-01
2.326611318908200499e-01 7.122153272865139328e-02 3.869243989125519256e-01 4.747752032119241239e-01
5.584530368883354745e-01 6.941771596604888739e-01 6.958456461815211158e-01 5.309604325487118359e-01
6.307134714066220393e-02 9.849887229619347373e-02 7.426098147968516194e-01 8.386617155886392228e-01
6.975265980756163442e-01 2.125952210732284797e-01 5.026783023472810585e-01 8.069291992731749685e-01
2.429624449784398843e-01 7.333208463596762039e-01 9.025914018108760484e-02 1.575281849644273313e-01
5.618787639573651349e-01 3.378893050332301140e-01 5.801821404404844396e-01 5.905378039547571900e-01
4.106532754625240589e-01 9.469173693099066647e-01 4.976026099009545067e-02 5.239710746422744370e-01
3.416269851904351063e-01 1.657215861992378247e-01 7.594404380902985974e-02 1.253168556427970426e-01
2.829837323039398056e-01 1.204890131226707961e-01 5.304945002840845136e-01 5.790793388014446874e-01
6.441416706334385234e-01 2.025175175570387287e-01 6.163139370910847292e-01 5.010981241271086351e-01
3.516876061212256266e-01 7.415992852705473037e-01 9.667977283785662568e-01 3.313172705605305080e-01
4.731039847263694975e-01 9.850027904322133931e-02 5.333377599592099561e-01 4.724726217830634845e-01
4.098269927269032609e-01 4.807883286223266772e-01 6.625140867250943755e-01 7.692334036596046865e-01
4.015074388349921808e-01 9.971798578012034397e-01 4.653318199855294157e-01 7.257559628626730763e-01
7.001402264847333967e-02 5.845925534128048051e-01 4.001246556865111215e-01 6.964823110822772056e-01
2.690546687971052675e-01 3.004454944996030052e-01 6.594263803907555177e-01 7.109951759112207448e-01
6.833826681804100467e-03 6.110935427522449226e-01 3.498582301601563804e-01 6.031690322945325589e-01
1.847771264218434073e-02 5.241697658413146943e-01 8.160959986966340729e-01 2.915657536448225118e-01
3.565203408522116257e-01 5.479073036467196900e-01 2.308709048839248101e-01 8.463685104337635989e-01
6.652255921107503855e-01 2.619628406110618979e-02 1.111743008601118188e-01 8.494219488567945620e-01
5.860623243152620621e-01 2.699176169912583800e-01 3.384881056320723225e-01 9.718550953227778066e-02
7.459848991076984959e-01 5.683505847823100421e-02 6.093874248610170463e-01 8.705963228098476669e-01
4.341914203844796649e-01 2.978644107227487181e-01 6.768383357889179441e-01 9.854772434299223782e-01
5.840401729526079055e-01 9.692013773152391432e-01 8.599559300381733884e-01 6.873512872168103804e-01
6.255389126695868329e-01 1.801018072613175258e-01 1.322771915918286023e-01 9.638325466721732182e-01
5.193693330500348537e-02 3.372310230314432555e-01 4.243849391927504433e-01 7.003898466463998052e-01
9.078289240696312268e-01 7.721176367222110093e-01 9.974065856152025678e-01 3.902210913296912942e-01
6.571238321389586412e-01 3.622462150050087537e-01 5.452556224670733753e-01 1.100195865784701077e-01
2.442608937266754765e-02 7.125360326239871256e-02 8.216604842876252812e-01 8.057981095872537303e-01
2.160908939790163741e-01 4.351373966501963508e-01 9.439132536336134471e-01 1.723232864459764979e-01
2.219625763709305311e-01 4.673492477450473803e-01 5.357294621579553606e-01 1.321167206083417867e-02
2.516269314110016753e-01 2.987088417296569487e-01 1.494517666509761478e-01 9.231985393518936656e-01
4.923333853894825696e-01 6.160481381957965130e-01 6.351008547365208923e-01 5.018912967282571636e-01
9.831171287323108299e-01 9.497862673986787740e-01 5.208102107725021135e-01 8.045950309313296689e-01
2.727784807687116952e-02 1.544196416084512302e-01 9.330725749260798674e-01 1.330943351498469207e-01
7.774574736957594601e-01 2.385363752840202745e-01 1.540034746648515362e-01 4.020342179316310771e-01
6.533346423534724945e-02 7.157076155584225496e-01 7.706752312502576086e-01 1.511237025211278340e-01
4.258922243550166131e-01 4.717103141463291349e-01 3.731215817148169078e-01 7.768588471534866313e-01
9.242930305979379924e-02 6.837858512062744420e-01 3.050249465277021788e-02 8.867233921844568378e-01
8.281020744262234112e-01 6.812561240222835268e-01 6.148729660839732380e-01 1.137368977064400211e-01
1.913812637072012102e-01 5.802158321947903374e-01 5.250323194727687381e-01 6.478891340069972138e-01
1.395567790811965692e-01 5.553250429742084826e-03 3.908598759596675354e-01 2.491993280277966516e-01
6.749718127577852833e-01 7.188859503773248338e-02 1.642740759041718679e-01 3.123450634263569281e-01
6.786992905939108756e-01 2.294514835947402132e-01 7.033235705995386500e-01 3.405561356062557499e-01
5.908988197777641505e-01 6.192537638491317775e-01 3.887311131024757671e-01 8.785798444217806091e-01
3.297563218707527666e-01 6.517819411586061040e-01 3.362893664619898138e-01 1.001457245214442127e-01
4.942413271824845911e-01 2.244949951136063770e-01 9.007476849555632326e-01 7.896620452762759257e-02
9.095718461606115968e-01 3.602638920324200411e-01 1.250737096490645017e-01 3.519907711796377292e-02
6.272497548002232692e-01 9.994872822595618489e-01 1.834928360947561954e-01 7.987474557309226508e-01
9.002280829980965349e-01 9.990370317198254968e-01 1.418550970884198126e-01 2.816787744214213074e-01
2.802771678561020163e-01 9.755988669451410855e-01 3.220618887174728773e-01 5.309213067116536067e-02
8.981197923062385069e-01 9.434339075169635436e-01 5.004828624329370479e-01 5.261698489173772808e-01
9.143090766436934302e-03 3.711018415483470223e-01 2.785529883134624241e-01 8.409067714549981476e-01
1.430526094309592100e-01 8.945246947681383398e-01 7.390112844820913018e-01 8.117723130015191968e-01
9.531746144528018272e-01 2.326302816309239185e-01 2.753321704875388853e-02 3.480952078053015653e-01
9.314789666929473855e-01 3.089095461019848443e-01 1.599103855595260804e-01 3.020534441073594589e-01
6.002248528466342936e-01 2.085594837985235150e-01 7.770845108432240522e-01 7.865585496183280512e-02
1.484692278702576251e-01 9.876465843533120958e-01 1.277145320937651540e-01 5.517291972403757239e-01
5.014470198004695733e-01 6.059997252152860003e-02 3.338673527602341595e-01 4.950221457552285154e-01
9.995458826752380288e-01 8.056341223793784811e-01 1.447408728671123468e-01 3.401080674564168627e-01
8.293625043608573444e-01 8.616051307283451033e-01 8.392069172565262969e-01 4.047198722162753670e-01
4.099545244289998225e-01 7.375763216591533222e-01 2.246283475926551532e-01 2.053535275553072248e-01
4.193776882378337234e-01 8.905991963647508225e-01 4.463980262251204811e-01 6.391611458697414871e-01
